Team,Name,DT,PL_D10U5,PL_D5U2,PL_D2U1.5,PL_D1U1,PL_D0.5U0.5,PL_U0.5D0.5,PL_U1U0,PL_U2U1,PL_U5U2,PL_U10U5
ANG,ANG:912X:ANG:6760,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,-9,-22,-25,-14,-6,3,4,3,3,3
BKC,BRIJDAMANI:707X:BKC:2748,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,-134,-43,-3,0,0,0,-1,-4,-46,-130
DEL,DELHI:913P:DEL:6760,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,-253,-158,-48,-29,-52,40,50,34,-15,-115
DEL,DELHIBSE:301X:DEL:6760,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,-1,-1,-1,0,1,1,1,9,1,1
DIO,DINESHVYAS:909X:DIO:6760,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,-245,-68,-5,-1,0,0,-1,-7,-85,-269
GQC,GQC1:1444:GQC:3595,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,-32,-15,-5,-2,-1,0,-1,-4,-12,-26
GQC,GQC1:1444:GQC:3600,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,-32,-15,-5,-2,-1,0,-1,-4,-12,-26
GQC,GQC1:1444:GQC:3601,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,-47,-22,-7,-3,-1,0,-2,-6,-19,-40
GQC,GQC1:1444:GQC:3607,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,-32,-15,-5,-2,-1,0,-1,-4,-12,-26
GQC,GQC1:1444:GQC:3610,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,-83,-40,-13,-5,-2,-1,-4,-11,-34,-72
GQC,GQC1:1444:GQC:3615,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,-32,-15,-5,-2,-1,0,-1,-4,-12,-26
GQC,GQC1:1444:GQC:3616,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,-56,-26,-9,-3,-1,-1,-3,-8,-23,-49
GQC,GQC1:1444:GQC:3617,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,-56,-26,-9,-3,-1,-1,-3,-8,-23,-49
GQC,GQC1:1444:GQC:3619,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,-47,-22,-7,-3,-1,0,-2,-6,-19,-40
GQC,GQC1:1444:GQC:3620,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,-56,-26,-9,-3,-1,-1,-3,-8,-23,-49
GQC,GQC2:1344:GQC:3595,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,-33,-16,-5,-2,-1,0,-1,-3,-10,-21
GQC,GQC2:1344:GQC:3600,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,-33,-16,-5,-2,-1,0,-1,-3,-10,-21
GQC,GQC2:1344:GQC:3601,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,-48,-23,-8,-3,-1,0,-2,-5,-15,-32
GQC,GQC2:1344:GQC:3607,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,-33,-16,-5,-2,-1,0,-1,-3,-10,-21
GQC,GQC2:1344:GQC:3610,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,-77,-37,-13,-5,-2,0,-2,-7,-22,-47
GQC,GQC2:1344:GQC:3615,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,-33,-16,-5,-2,-1,0,-1,-3,-10,-21
GQC,GQC2:1344:GQC:3616,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,-59,-28,-10,-4,-1,0,-2,-6,-20,-42
GQC,GQC2:1344:GQC:3617,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,-59,-28,-10,-4,-1,0,-2,-6,-20,-42
GQC,GQC2:1344:GQC:3619,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,-48,-23,-8,-3,-1,0,-2,-5,-15,-32
GQC,GQC2:1344:GQC:3620,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,-59,-28,-10,-4,-1,0,-2,-6,-20,-42
GQO,GQO1:1144:GQO:3596,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,-146,-64,-16,-4,-1,-1,-6,-20,-69,-151
GQO,GQO2:1442:GQO:2051,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,-228,-109,-37,-14,-4,-7,-19,-48,-133,-275
GQO,GQO3:1443:GQO:2660,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,-379,-177,-57,-21,-7,0,-6,-26,-92,-203
GQO,GQO4:1041:GQO:6760,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,-303,-141,-45,-14,-3,-8,-26,-68,-194,-404
GQO,GQO5:1141:GQO:6760,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,-302,-141,-44,-14,-3,-8,-26,-68,-194,-404
GQO,GQO6:1342:GQO:6760,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,-228,-109,-37,-14,-4,-7,-19,-48,-133,-275
GQO,GQO7:1044:GQO:6760,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,-495,-240,-87,-39,-18,16,28,47,102,194
GQO,GQO8:1043:GQO:6760,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,-379,-177,-57,-21,-7,0,-6,-26,-92,-203
GQO,GQO9:1445:GQO:3599,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,-228,-109,-37,-14,-4,-7,-19,-48,-133,-275
GQS,GQS1:1441:GQS:6760,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,-188,-88,-28,-11,-4,0,-3,-14,-51,-112
GQS,GQS2:1142:GQS:6760,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,-278,-134,-47,-18,-5,-7,-22,-55,-152,-315
HDC,ALTG-15:1016:HDC:3595,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,12,-2,-5,-2,0,0,0,0,3,21
HDC,ALTG-15:1016:HDC:3600,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,11,-4,-6,-2,0,0,0,0,5,28
HDC,ALTG-15:1016:HDC:3607,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,12,-2,-5,-2,0,0,0,0,3,21
HDC,ALTG-15:1016:HDC:3610,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,11,-4,-6,-2,0,0,0,0,5,28
HDC,ALTG-15:1016:HDC:3615,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,20,-6,-10,-4,0,0,0,0,8,47
HDC,ALTG-15:1016:HDC:3616,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,15,-5,-8,-3,0,0,0,0,5,33
HDC,ALTG-15:1016:HDC:3617,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,30,-10,-16,-6,-1,0,0,0,12,74
HDC,ALTG-15:1016:HDC:3620,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,12,-2,-5,-2,0,0,0,0,3,21
HDC,ALTG-15:1016:HDC:3624,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,15,-7,-10,-3,-1,0,0,0,8,43
HDO,ALTG-12:1201:HDO:9771,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,673,3,-70,-26,-4,8,14,41,245,940
HDO,ALTG-13:1002:HDO:2003,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,665,0,-71,-26,-4,8,14,41,243,937
HDO,ALTG-14:1005:HDO:2051,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,446,1,-47,-17,-3,5,9,27,161,620
HDO,ALTG-14:1005:HDO:6760,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,227,3,-23,-8,-1,3,4,13,78,304
HDO,ALTG-15:1016:HDO:2056,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,-45,-41,-32,-11,0,1,1,-3,-37,-111
HDO,ALTG-15:1016:HDO:2660,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,22,-5,-10,-3,0,0,0,0,8,45
HDO,ALTG-15:1016:HDO:3596,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,20,-6,-10,-4,0,0,0,0,8,46
HDO,ALTG-15:1016:HDO:3599,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,20,-6,-10,-4,-1,0,0,0,8,46
HDO,ALTG-16:1307:HDO:6760,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,663,-1,-71,-26,-4,8,14,40,241,930
HDO,ALTG-17:1310:HDO:6760,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,524,-25,-74,-28,-6,4,8,27,189,762
HDO,ALTG-18:1204:HDO:9771,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,423,-53,-77,-29,-7,4,7,25,165,676
HDO,ALTG-19:1212:HDO:9771,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,358,-90,-95,-38,-12,-2,-2,14,215,722
HDO,ALTG-20:1318:HDO:6760,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,759,46,-86,-28,3,13,18,28,122,595
HDO,ALTG-21:708X:HDO:6760,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,137,-90,-102,-51,-31,-27,-29,-11,163,659
HDO,ALTG-23:1023:HDO:6760,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,404,-63,-81,-30,-7,4,7,25,163,672
HDO,ALTG-24:1405:HDO:6760,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,404,-62,-80,-30,-7,3,7,24,159,663
HDO,ALTG-25:1024:HDO:2003,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,418,-56,-78,-29,-7,3,6,22,154,649
HDO,ALTG-26:1025:HDO:6760,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,406,-62,-80,-30,-7,4,7,24,161,667
HDO,ALTG-27:1801:HDO:9771,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,89,-43,-39,-15,-4,8,19,55,109,147
HDO,ALTG-28:1028:HDO:6760,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,180,-106,-102,-40,-14,-7,-8,1,118,534
HDO,ALTG-29:1029:HDO:6760,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,69,-21,-21,-8,-3,1,3,11,50,134
HEO,MISC:705X:HEO:2056,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,53,22,10,5,3,-2,-2,-2,-6,-7
HEO,RAVIST:705X:HEO:6760,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,-897,-204,-2,0,0,0,1,-1,-208,-734
HEO,SPDM:102X:HEO:6760,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,-666,-76,-3,0,0,0,-1,-5,-153,-830
HEO,SPDM:625X:HEO:9771,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,13,6,3,1,1,-1,-1,-1,-2,-2
JAI,DEEPAKGUPTA:518X:JAI:2003,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,72,36,14,7,3,-4,-8,-15,-37,-75
JAI,DIPESHJAIN:119X:JAI:6760,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,-159,-136,-44,-18,-9,-3,-9,-34,-176,-437
JAI,DISHANTSHAH:933X:JAI:6760,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,1501,300,-14,-17,-9,6,15,77,616,2063
JAI,GAURAVUDESHI:942X:JAI:6760,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,94,12,-6,-4,-2,1,2,5,32,98
JAI,HARISHLADDHA:951X:JAI:6760,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,68,3,-2,-2,-1,0,-3,-12,-45,-166
JAI,HARSHMEHTA:109X:JAI:6760,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,207,33,-7,-5,-3,2,4,7,25,86
JAI,JAYDEEPV:954X:JAI:6760,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,-30,-26,-9,-5,-2,2,2,1,-14,-81
JAI,JINKALSHAH:113X:JAI:6760,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,568,88,-9,-6,-2,1,1,18,240,888
JAI,JOGESHMOURYA:939X:JAI:6760,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,101,-16,-11,-8,-5,-1,-5,-21,-135,-509
JAI,LALITJAIN:104X:JAI:6760,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,478,39,25,49,54,49,50,50,-55,93
JAI,MANISHNIHARIA:952X:JAI:6760,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,160,12,-4,-4,-4,-1,-3,-5,17,77
JAI,MANOJDINODIA:948X:JAI:6760,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,170,28,12,12,13,16,14,4,0,72
JAI,MILANDOSHI:116X:JAI:6760,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,0,0,-1,0,0,0,0,0,0,0
JAI,NAYANGADA:533X:JAI:6760,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,116,-45,-48,-9,3,-9,-12,1,156,496
JAI,NIKITMEHTA:107X:JAI:6760,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,219,27,-12,-6,-2,0,0,7,101,387
JAI,PANKITSHAH:536X:JAI:6760,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,-127,-90,-18,-1,2,2,3,8,41,101
JAI,PRATIKMAURYA:953X:JAI:6760,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,84,5,-3,-2,-2,0,-1,-5,-23,-73
JAI,RAHULSHAH:111X:JAI:6760,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,1102,60,-55,-30,-17,8,21,73,456,1624
JAI,RITESHJSHAH:505X:JAI:6760,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,89,17,50,59,61,54,39,4,-32,523
JAI,RUPESHC:919X:JAI:6760,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,210,91,26,11,6,-3,-7,-13,-26,-39
JAI,RUSHABHSHAH:935X:JAI:6760,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,120,14,-6,-4,-2,2,2,6,39,130
JAI,SANKETMULHERKAR:524X:JAI:6760,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,-87,-45,-14,-5,-1,0,-1,-1,21,93
JAI,VATSALSHAH:530X:JAI:6760,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,73,11,-4,-3,-1,1,2,6,31,94
JAI,VIKKYDAMANI:502X:JAI:6760,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,563,5,-33,-17,-7,2,2,11,64,518
JAI,VIKRANTYADAV:947X:JAI:6760,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,-510,-140,-5,5,8,15,13,4,-135,-733
JAI,YAGNESHSHAH:110X:JAI:6760,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,82,9,-4,-2,-1,1,1,4,25,85
JAI,YOGESHMANGE:501X:JAI:6760,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,1829,203,-52,-37,-19,12,34,56,245,1266
JAS,AADISHSHAH:938X:JAS:6760,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,349,90,-9,-7,-5,-7,-6,16,117,320
JAS,ARYANSINGH:945X:JAS:6760,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,1,1,0,0,0,0,0,0,1,1
JAS,DEEPAKKUSHWAHA:944X:JAS:6760,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,-17,-9,-2,0,0,-1,-2,-4,-8,-12
JAS,HARDIKPATEL:535X:JAS:6760,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,-11,-3,0,0,0,0,0,0,-4,-12
JAS,HARSHILDOSHI:202X:JAS:6760,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,-222,-104,-33,-10,-1,-9,-21,-44,-115,-233
JAS,HARSHILDOSHI:508X:JAS:6760,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,59,-51,-76,-69,-62,-53,-45,-26,64,163
JAS,JASHNANKANI:138X:JAS:6760,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,-10,-5,-1,0,0,0,0,-1,-3,-6
JAS,PRABHJYOTMOKHA:513X:JAS:6760,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,-23,-10,-3,-1,0,0,0,-2,-8,-17
JAS,TEJASNAGPAL:718X:JAS:6760,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,8,3,1,0,0,0,0,-1,-3,-8
JAS,TENONADAR:510X:JAS:6760,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,2,1,0,0,0,0,0,0,1,2
JAS,YASH PUROHIT:525X:JAS:6760,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,2,1,0,0,0,0,0,0,1,3
JPT,ANISHSHAH:504X:JPT:6760,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,232,-78,-45,-12,-3,8,19,89,488,1283
JPT,ISHANTJAIN:516X:JPT:6760,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,220,62,-2,-1,0,-1,0,3,-16,-56
JPT,NISHANTJAIN:106X:JPT:6760,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,3262,1022,17,-21,-10,5,15,67,442,2186
JPT,RAJESHMENON:937X:JPT:6760,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,-146,-53,-3,0,0,0,0,0,0,0
JPT,SHAGUNRATHORE:517X:JPT:6760,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,0,0,0,0,0,0,1,-1,-36,-106
JPT,VIRAL CHAWDA:509X:JPT:6760,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,-36,-13,-1,0,0,0,0,0,0,0
KAL,AMARPADHYA:506X:KAL:6760,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,-22,-7,-2,-1,0,1,0,-2,-12,-49
KAL,ANKURSHETH:126X:KAL:6760,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,-96,-20,-1,0,0,0,-1,-7,-55,-173
KAL,HITESHRAWAL:503X:KAL:6760,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,-101,-28,-2,0,0,1,0,-4,-48,-151
KAL,KALPESHDESAI:131X:KAL:6760,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,-184,-66,-14,-5,-3,-3,-4,-9,-30,-120
KAL,KEVINGOPANI:924X:KAL:6760,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,193,43,10,6,4,4,9,19,58,130
KAL,MILANSHAH:128X:KAL:6760,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,21,4,1,0,0,0,0,-1,-6,-16
KAL,MITESHPAREKH:926X:KAL:6760,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,-14,-31,-14,-6,-2,3,1,0,30,81
KKC,KRISHNADAMANI:114X:KKC:2757,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,-255,-129,-40,-10,-2,-4,-15,-51,-143,-283
KKD,KRISHNADAMANI:910X:KKD:6760,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,-253,-127,-39,-9,-2,-4,-17,-56,-160,-322
KLC,MISC:709X:KLC:2928,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,0,0,0,0,0,0,0,1,1,3
KLC,MISC:709X:KLC:2985,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,-2,-2,-1,0,0,0,1,2,5,11
KLC,MISC:709X:KLC:2994,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,-1,-1,-1,0,0,0,0,1,3,7
KLC,MISC:709X:KLC:3535,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,0,0,0,0,0,0,0,0,2,4
NAF,AAYUSHKOTECHA:626X:NAF:9771,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,1,0,0,0,0,0,0,0,0,1
NAF,AMANSHAH:631X:NAF:9771,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,-2,0,0,0,0,0,0,0,0,-1
NAF,ANKITA JAIN:634X:NAF:9771,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,0,0,0,0,0,0,0,0,-1,-1
NAF,ANKURGANDHI:617X:NAF:9771,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,-38,-9,-1,0,0,0,0,0,-3,-17
NAF,BHAVINSHAH:622X:NAF:9771,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,-190,-48,-4,-1,0,0,0,-1,-28,-94
NAF,DARSHITMEHTA:609X:NAF:9771,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,1,0,0,0,0,0,0,0,0,1
NAF,GAURAVMUNI:613X:NAF:9771,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,101,42,19,11,7,-1,-2,-3,-11,-18
NAF,HARSHITBHAKHAR:606X:NAF:9771,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,-2,-1,0,0,0,0,0,0,0,-1
NAF,HARSHSHAH:630X:NAF:9771,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,0,0,0,0,0,0,0,0,0,0
NAF,KRISHNAMALVIA:615X:NAF:9771,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,0,0,0,0,0,0,0,0,0,0
NAF,NIKUNJSANGHVI:610X:NAF:9771,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,1,0,0,0,0,0,0,0,0,1
NAF,PARSHWAGANDHI:632X:NAF:9771,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,0,0,0,0,0,0,0,0,0,0
NAF,PARTH SHAH:633X:NAF:9771,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,-1,0,0,0,0,0,0,0,0,-1
NAF,PRATIKDAVDA:614X:NAF:9771,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,-107,-40,-3,0,0,0,0,-3,-39,-110
NAF,PRATIKJAKHELIA:611X:NAF:9771,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,-4,-2,0,0,0,0,0,0,0,-1
NAF,SAGARJAIN:629X:NAF:9771,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,1,0,0,0,0,0,0,0,0,1
NAF,SAMKITSHAH:621X:NAF:9771,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,-190,-45,-3,-1,0,0,0,-3,-40,-129
NAF,SHIVAMPANDEY:628X:NAF:9771,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,6,3,1,0,0,0,0,0,0,0
NAF,SHUBHSHAH:607X:NAF:9771,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,-11,-4,0,0,0,0,0,-1,-11,-30
NAF,UMANGSHAH:616X:NAF:9771,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,-3,-1,0,0,0,0,0,0,-1,-2
NAF,YOGESHDALVI:620X:NAF:9771,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,-20,-6,-1,0,0,0,0,0,-1,-2
NAI,BHAUMIKDAWDA:601X:NAI:9771,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,-936,-406,-81,-25,-9,2,-8,-43,-193,-499
NAI,NAMITBAGADIA:604X:NAI:9771,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,636,167,20,6,2,-3,-1,15,95,330
NAS,NILESHSONI:602X:NAS:9771,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,284,16,-8,-9,-8,-1,-4,-15,-56,-139
NAS,RICKYAGARWAL:603X:NAS:9771,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,30,12,8,8,9,10,9,5,-9,-65
NAV,ADITYAMALL:528X:NAV:6760,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,-163,-58,-3,0,0,-1,-4,-19,-82,-187
NAV,ARPITDAMANI:514X:NAV:6760,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,88,26,-2,-2,-1,0,1,4,20,48
NAV,JYOTINISHANIA:133X:NAV:6760,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,-45,-20,-5,-1,0,0,-1,-6,-21,-46
NAV,KETANKOTHARI:712X:NAV:6760,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,-148,-64,-14,-3,-1,-1,-5,-19,-69,-153
NAV,MOHITBHATTAR:928X:NAV:6760,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,-151,-65,-14,-3,-1,-1,-4,-18,-69,-155
NAV,NAVNEETBHATTAR:120X:NAV:6760,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,241,26,-86,-32,5,6,24,59,162,334
NAV,NAWROJDAMANI:526X:NAV:6760,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,199,58,-5,-4,-2,0,0,4,22,53
NAV,POOJABHATTAR:710X:NAV:6760,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,-126,-55,-14,-3,-1,-1,-4,-16,-58,-128
NAV,RISHABHDAMANI:920X:NAV:6760,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,-168,-57,-5,-1,0,0,-1,-6,-73,-273
SHR,MIHIRSHAH:523X:SHR:6760,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,-125,-56,-15,-5,-2,1,2,10,43,100
SHR,PARESHJAIN:916X:SHR:6760,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,-56,-25,-7,-2,-1,0,1,6,25,57
SHR,SHRENIKSHAH:940X:SHR:6760,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,-175,-73,-11,1,0,14,54,175,613,1350
SIA,ALL:1062:SIA:3577,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,1,-10,-10,-4,-1,-3,-8,-16,-19,-12
SIA,ALL:1161:SIA:3577,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,-47,-22,-8,-3,-1,-1,-3,-8,-23,-48
SIA,ALL:1162:SIA:3577,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,-35,-17,-6,-2,-1,-1,-3,-7,-20,-42
SIA,ALL:1461:SIA:3577,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,-40,-19,-7,-3,-1,-1,-3,-7,-19,-40
SIC,HEDGE:1063:SIC:3542,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,130,52,11,3,1,0,2,10,51,129
SIC,HEDGE:1063:SIC:3595,27-Mar-2024 11:40:42_PVS Date :2024-03-26 00:00:00,43,17,4,1,0,0,1,3,17,43
